,Name,Season,Position,Rookie Season Fantasy Points,Ffpts_Gp,Team,Games_Played,Pass_Comp,Pass_Att,Pass_Yd,Pass_Td,Pass_Int,Rush_Att,Rush_Yd,Rush_Td,Rec_Target,Rec_Reception,Rec_Yd,Rec_Td,Fgm,Fga,Epm,Epa,Tackle,Assist,Sack,Pd,Int,Ff,Fr,Draft_Pick,Height_Combine,Weight_Combine,Wonderlic,Forty_Yard,Bench_Press,Vertical_Leap,Broad_Jump,Shuttle,Three_Cone,Pass Att_Sum,Pass Comp_Sum,Pass Conv_Sum,Pass Int_Sum,Pass Td_Sum,Pass Yard_Sum,Qb Hurry_Sum,Rec_Sum,Rec Td_Sum,Rec Yards_Sum,Rush Att_Sum,Rush Td_Sum,Rush Yard_Sum,Fumble_Sum,Fumble Lost_Sum,Kickoff Ret_Sum,Kickoff Ret Td_Sum,Kickoff Ret Yard_Sum,Kickoff Touchback_Sum,Punt Ret_Sum,Punt Ret Td_Sum,Punt Ret Yard_Sum,Off 2Xp Att_Sum,Off 2Xp Made_Sum,Points_Sum,Tackle Assist_Sum,Tackle For Loss_Sum,Tackle For Loss Yard_Sum,Tackle Solo_Sum,Pass Broken Up_Sum,Sack_Sum,Sack Yard_Sum,Int Ret_Sum,Int Ret Td_Sum,Int Ret Yard_Sum,Misc Ret_Sum,Misc Ret Td_Sum,Misc Ret Yard_Sum,Kick/Punt Blocked_Sum,Fumble Forced_Sum,Fum Ret_Sum,Fum Ret Td_Sum,Fum Ret Yard_Sum,Def 2Xp Att_Sum,Def 2Xp Made_Sum,Safety_Sum,Field Goal Att_Sum,Field Goal Made_Sum,Off Xp Kick Att_Sum,Off Xp Kick Made_Sum,Punt_Sum,Punt Yard_Sum,Kickoff_Sum,Kickoff Yard_Sum,Kickoff Onside_Sum,Kickoff Out-Of-Bounds_Sum,Pass Att_Mean,Pass Comp_Mean,Pass Conv_Mean,Pass Int_Mean,Pass Td_Mean,Pass Yard_Mean,Qb Hurry_Mean,Rec_Mean,Rec Td_Mean,Rec Yards_Mean,Rush Att_Mean,Rush Td_Mean,Rush Yard_Mean,Fumble_Mean,Fumble Lost_Mean,Kickoff Ret_Mean,Kickoff Ret Td_Mean,Kickoff Ret Yard_Mean,Kickoff Touchback_Mean,Punt Ret_Mean,Punt Ret Td_Mean,Punt Ret Yard_Mean,Off 2Xp Att_Mean,Off 2Xp Made_Mean,Points_Mean,Tackle Assist_Mean,Tackle For Loss_Mean,Tackle For Loss Yard_Mean,Tackle Solo_Mean,Pass Broken Up_Mean,Sack_Mean,Sack Yard_Mean,Int Ret_Mean,Int Ret Td_Mean,Int Ret Yard_Mean,Misc Ret_Mean,Misc Ret Td_Mean,Misc Ret Yard_Mean,Kick/Punt Blocked_Mean,Fumble Forced_Mean,Fum Ret_Mean,Fum Ret Td_Mean,Fum Ret Yard_Mean,Def 2Xp Att_Mean,Def 2Xp Made_Mean,Safety_Mean,Field Goal Att_Mean,Field Goal Made_Mean,Off Xp Kick Att_Mean,Off Xp Kick Made_Mean,Punt_Mean,Punt Yard_Mean,Kickoff_Mean,Kickoff Yard_Mean,Kickoff Onside_Mean,Kickoff Out-Of-Bounds_Mean,Class,College,Conference,Subn,Height_Ncaa,Weight_Ncaa,Home Country,Home State,Home Town,Last School
29,Gerald Alexander,2007,Defensive Back,98,6.1,DET,16,,,,,,,,,,,,,,,,,59,22,2,6,2,0,2,61,73,210,,4.51,15,41,124,4.21,7.24,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,6,27,4,,,2,,25,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.090909091,0.545454545,2.454545455,0.363636364,,,0.181818182,,2.272727273,,,,,0.090909091,,,,,,,,,,,,,,,,,SR,boisestate,Mountain West Conference,FBS,,,,,,
30,Kevin Alexander,2010,Linebacker,4.5,0.6,DEN,8,,,,,,,,,,,,,,,,,3,1,0,1,0,0,0,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,20,6,16,34,2,2.5,9,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,0.071428571,,,,,,,,,,,,,,,,,,,1.428571429,0.428571429,1.142857143,2.428571429,0.142857143,0.178571429,0.642857143,,,,,,,,0.071428571,,,,,,,,,,,,,,,,,SR,clemson,Atlantic Coast Conference,FBS,76,265,US,FL,Raiford,
31,Mister Alexander,2011,Linebacker,7,0.9,HOU,8,,,,,,,,,,,,,,,,,7,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,5.5,14,42,1,1.5,9,,,,,,,,1,1,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.392857143,1,3,0.071428571,0.107142857,0.642857143,,,,,,,,0.071428571,0.071428571,,0.785714286,,,,,,,,,,,,,,SR,floridastate,Atlantic Coast Conference,FBS,75,227,US,TX,Aldine,Eisenhower
32,Jay Alford,2007,Defensive Lineman,5,0.3,NYG,16,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,81,76,304,,5.17,,25.5,103,4.83,7.81,,,,,,,,,,,,,,,,,,,,,,,,,,9,14.5,58,23,1,8,43,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.692307692,1.115384615,4.461538462,1.769230769,0.076923077,0.615384615,3.307692308,,,,,,,,0.153846154,,,,,,,,,,,,,,,,,SR,pennstate,Big Ten Conference,FBS,,,,,,
33,Robert Alford,2013,Defensive Back,56,3.7,ATL,15,,,,,,,,,,,,,,,,,28,12,0,7,2,1,1,60,70,188,,4.39,17,40,132,4.23,6.89,,,,,,,,,,,,,,,,2,,26,,,,,,,,3,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,13,,,,,,,,1.5,,,2.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,SR,southeastlouisiana,Southland,FCS,,,,,,
34,Anthony Allen,2011,Running Back,0.8,0.2,BAL,4,,,,,,3,8,0,0,0,0,0,,,,,,,,,,,,225,73,228,,4.56,24,41.5,120,4.06,6.79,,,,,,,,3,1,88,240,7,1316,6,3,,,,,,,,1,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.230769231,0.076923077,6.769230769,18.46153846,0.538461538,101.2307692,0.461538462,0.230769231,,,,,,,,0.076923077,,3.692307692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SR,georgiatech,Atlantic Coast Conference,FBS,72,229,US,FL,Tampa,Jesuit
36,Antonio Allen,2013,Defensive Back,71.5,4.8,NYJ,15,,,,,,,,,,,,,,,,,39,21,1,7,1,0,0,242,74,210,,4.58,17,34,118,4.25,7.02,,,,,,,2,,,,,,,1,,,,,,,,,,,12,33,9.5,32,55,2,1,5,3,1,44,,,,,4,2,1,56,,,,,,,,,,,,,,,,,,,,0.166666667,,,,,,,0.083333333,,,,,,,,,,,1,2.75,0.791666667,2.666666667,4.583333333,0.166666667,0.083333333,0.416666667,0.25,0.083333333,3.666666667,,,,,0.333333333,0.166666667,0.083333333,4.666666667,,,,,,,,,,,,,,SR,southcarolina,Southeastern Conference,FBS,74,202,US,FL,Ocala,Trinity Catholic/Fork Union Military
38,Armando Allen,2011,Running Back,4.8,2.4,CHI,2,,,,,,15,48,0,1,0,0,0,,,,,,,,,,,,,68,199,,4.52,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,notredame,,,,,,,,
39,Asher Allen,2009,Defensive Back,38,3.8,MIN,10,,,,,,,,,,,,,,,,,23,4,1,1,1,1,0,86,70,194,,4.48,22,35,115,4.3,6.93,,,,,,,,,,,,,,1,,1,,11,,5,,91,,,,9,4.5,18,44,7,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.076923077,,0.076923077,,0.846153846,,0.384615385,,7,,,,0.692307692,0.346153846,1.384615385,3.384615385,0.538461538,0.076923077,0.461538462,,,,,,,,,,,,,,,,,,,,,,,,,JR,georgia,Southeastern Conference,FBS,70,198,US,GA,Tucker,Tucker
40,Cortez Allen,2012,Defensive Back,80,5.3,PIT,15,,,,,,,,,,,,,,,,,43,12,0,10,2,3,1,128,73,197,,4.5,18,35.5,129,4.01,6.76,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,SR,citadel,Southern,FCS,,,,,,
41,Dwayne Allen,2012,Tight End,70.6,4.7,IND,15,,,,,,,,,66,45,521,3,,,,,,,,,,,,64,75,255,,4.85,27,32,110,4.37,7.12,,,,,,,,49,8,592,,,,,,,,,,,,,,1,50,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,0.571428571,42.28571429,,,,,,,,,,,,,,0.071428571,3.571428571,,,,0.214285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,JR,clemson,Atlantic Coast Conference,FBS,76,255,US,NC,Fayetteville,
42,Jason Allen,2006,Defensive Back,24.5,1.5,MIA,16,,,,,,,,,,,,,,,,,15,5,0,2,1,0,0,16,73,209,,4.39,17,39.5,131,3.83,6.77,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,15,28,2,1,10,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,0.6,3,5.6,0.4,0.2,2,,,,,,,,0.2,,,,,,,,,,,,,,,,,SR,tennessee,Southeastern Conference,FBS,,,,,,
44,Keenan Allen,2013,Wide Receiver,152.6,10.2,SD,15,,,,,,0,0,0,104,71,1046,8,,,,,,,,,,,,76,,,,,,,,,,1,1,,,,8,,61,6,737,3,1,39,2,1,,,,,15,1,212,,,48,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.111111111,0.111111111,,,,0.888888889,,6.777777778,0.666666667,81.88888889,0.333333333,0.111111111,4.333333333,0.222222222,0.111111111,,,,,1.666666667,0.111111111,23.55555556,,,5.333333333,,,,0.111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,JR,california,Pac-12 Conference,FBS,75,210,US,NC,Greensboro,Northern Guilford HS/Grimsley HS
45,Nathan Allen,2010,Defensive Back,80,6.2,PHI,13,,,,,,,,,,,,,,,,,43,6,2,8,3,1,0,37,73,207,,4.5,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,45,1,1,40,4,,,4,,55,,1,75,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.461538462,3.461538462,0.076923077,0.076923077,3.076923077,0.307692308,,,0.307692308,,4.230769231,,0.076923077,5.769230769,,0.076923077,,,,,,,,,,,,,,,,,SR,southflorida,American Athletic Conference,FBS,74,207,US,FL,Cape Coral,Cape Coral HS
46,Russell Allen,2009,Linebacker,42,2.6,JAC,16,,,,,,,,,,,,,,,,,37,10,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1,,5,,,,,,,,,,,,,44,9.5,23,63,3,2.5,12,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,0.083333333,,0.416666667,,,,,,,,,,,,,3.666666667,0.791666667,1.916666667,5.25,0.25,0.208333333,1,,,,,,,,0.25,0.083333333,,,,,,,,,,,,,,,,SR,sandiegostate,Mountain West Conference,FBS,75,235,US,CA,Oceanside,Vista High
47,Aundrae Allison,2007,Wide Receiver,11.6,1.1,MIN,11,,,,,,2,3,0,18,8,113,0,,,,,,,,,,,,146,73,198,,4.39,,37,127,,,2,1,,,1,34,,62,4,708,5,,-10,,,,,,,4,,16,,,24,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.181818182,0.090909091,,,0.090909091,3.090909091,,5.636363636,0.363636364,64.36363636,0.454545455,,-0.909090909,,,,,,,0.363636364,,1.454545455,,,2.181818182,,,,0.181818182,,,,,,,,,,,,,,,,,,,,,,,,,,,,SR,eastcarolina,Conference USA,FBS,,,,,,
48,Colin Allred,2007,Linebacker,3,1,TEN,3,,,,,,,,,,,,,,,,,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,6,29,9,49,44,,5.5,41,1,1,25,,,,,2,,,,,,,,,,,,,,,,,,,,,,,0.090909091,,,,,,,,,,,,,,,,,,0.545454545,2.636363636,0.818181818,4.454545455,4,,0.5,3.727272727,0.090909091,0.090909091,2.272727273,,,,,0.181818182,,,,,,,,,,,,,,,,,SR,baylor,Big 12 Conference,FBS,,,,,,
49,Kiko Alonso,2013,Linebacker,163,10.2,BUF,16,,,,,,,,,,,,,,,,,87,72,2,5,4,1,2,46,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,23,14,32,58,3,1,5,4,,62,,,5,,2,,,,,,,,,,,,,,,,,,,,,,,0.166666667,,,,,,,,,,,,,,,,,,,1.916666667,1.166666667,2.666666667,4.833333333,0.25,0.083333333,0.416666667,0.333333333,,5.166666667,,,0.416666667,,0.166666667,,,,,,,,,,,,,,,,,SR,oregon,Pac-12 Conference,FBS,76,242,US,CA,Los Gatos,Los Gatos HS
50,Jon Alston,2007,Linebacker,10,0.8,OAK,12,,,,,,,,,,,,,,,,,6,2,0,0,0,1,0,77,73,223,,4.5,30,40,132,4.13,6.9,,,,,,,,,,,,,,,,,,,,1,1,22,,,6,21,9.5,48,31,1,6.5,39,1,,2,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.090909091,0.090909091,2,,,0.545454545,1.909090909,0.863636364,4.363636364,2.818181818,0.090909091,0.590909091,3.545454545,0.090909091,,0.181818182,,,,0.090909091,0.272727273,,,,,,,,,,,,,,,,,SR,stanford,Pac-12 Conference,FBS,,,,,,
51,Tyson Alualu,2010,Defensive Lineman,48.5,3,JAC,16,,,,,,,,,,,,,,,,,29,9,3.5,1,0,0,0,10,75,295,,4.87,21,35.5,116,4.43,7.15,,,,,,,1,,,,,,,,,,,,,,,,,,,34,10.5,47,29,4,7.5,43,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,0.083333333,,,,,,,,,,,,,,,,,,,2.833333333,0.875,3.916666667,2.416666667,0.333333333,0.625,3.583333333,,,,,,,,0.083333333,,,,,,,,,,,,,,,,,SR,california,Pac-12 Conference,FBS,75,295,US,HI,Honolulu,St. Louis HS
52,Danny Amendola,2009,Wide Receiver,38.4,2.7,STL,14,,,,,,3,-2,0,63,43,326,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,6,1245,,,,,,,,,,14,,222,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.384615385,0.461538462,95.76923077,,,,,,,,,,1.076923077,,17.07692308,,,2.769230769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SR,texastech,Big 12 Conference,FBS,71,177,US,TX,The Woodlands,The Woodlands
53,David Amerson,2013,Defensive Back,73,4.9,WAS,15,,,,,,,,,,,,,,,,,40,8,0,10,2,1,0,51,73,205,,4.44,15,35.5,127,,,,,,,,,,,,,,,,,,,,,,,,,,,6,13,1,2,48,12,,,5,1,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.461538462,1,0.076923077,0.153846154,3.692307692,0.923076923,,,0.384615385,0.076923077,6.307692308,,,,,,,,,,,,,,,,,,,,,,JR,northcarolinastate,Atlantic Coast Conference,FBS,75,194,US,NC,Greensboro,Dudley
54,Prince Amukamara,2011,Defensive Back,21,3,NYG,7,,,,,,,,,,,,,,,,,12,2,0,3,1,0,0,19,73,206,,4.38,15,38,128,4.08,6.97,,,,,,,,,,,,,,,,,,,,,,,,,,23,1,9,36,13,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.642857143,0.071428571,0.642857143,2.571428571,0.928571429,0.071428571,0.642857143,,,,,,,,,,,,,,,,,,,,,,,,,SR,nebraska,Big Ten Conference,FBS,73,205,US,AZ,Glendale,Apollo
55,Andre Anderson,2010,Running Back,0,0,BUF,2,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,4,,,,,,,,,,,,,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,0.8,,,,,,,,,,,,,0.6,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,SO,michiganstate,Big Ten Conference,FBS,69,190,US,IL,Barrington,Barrington
58,Cj Anderson,2013,Running Back,3.8,1.9,DEN,2,,,,,,7,38,0,1,0,0,0,,,,,,,,,,,,,68,224,,4.6,17,32,119,4.12,7.15,1,,,,,,,15,1,164,126,4,790,3,2,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.083333333,,,,,,,1.25,0.083333333,13.66666667,10.5,0.333333333,65.83333333,0.25,0.166666667,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SR,california,Pac-12 Conference,FBS,71,210,US,CA,Vallejo,Laney College/Bethel HS
59,Colt Anderson,2010,Defensive Back,16,2,PHI,8,,,,,,,,,,,,,,,,,16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,7,1,89,,,,,,5,,67,,,,,,,6,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.777777778,0.111111111,9.888888889,,,,,,0.555555556,,7.444444444,,,,,,,0.666666667,0.222222222,,,0.222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,SR,floridainternational,Conference USA,FBS,76,220,US,NE,Omaha,Westside HS
60,David Anderson,2006,Wide Receiver,2.7,0.3,HOU,9,,,,,,0,0,0,1,1,27,0,,,,,,,,,,,,251,71,192,,4.57,,34,116,4.21,6.88,1,,,,,,,86,8,1221,3,,23,,,,,,,1,,27,1,,48,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,0.083333333,,,,,,,7.166666667,0.666666667,101.75,0.25,,1.916666667,,,,,,,0.083333333,,2.25,0.083333333,,4,0.083333333,,,,,,,,,,,,,0.083333333,,,,,,,,,,,,,,,,,,SR,coloradostate,Mountain West Conference,FBS,,,,,,
62,Deon Anderson,2007,Running Back,5.5,0.7,DAL,8,,,,,,0,0,0,6,6,55,0,,,,,,,,,,,,195,71,243,,4.73,23,33,114,4.43,7.27,,,,,,,,14,2,101,23,,78,1,1,,,,,,,,,,12,4,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.272727273,0.181818182,9.181818182,2.090909091,,7.090909091,0.090909091,0.090909091,,,,,,,,,,1.090909091,0.363636364,,,0.454545455,,,,,,,,,,,,,,,,,,,,,,,,,,,,SR,connecticut,American Athletic Conference,FBS,,,,,,
63,Jamaal Anderson,2007,Defensive Lineman,34,2.1,ATL,16,,,,,,,,,,,,,,,,,26,4,0,3,0,1,0,8,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,14,20,106,32,4,13.5,95,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,0.857142857,,,,,,,,,,,,,,,,,,,1,1.428571429,7.571428571,2.285714286,0.285714286,0.964285714,6.785714286,,,,,,,,0.071428571,,,,,,,,,,,,,,,,,JR,arkansas,Southeastern Conference,FBS,,,,,,
64,James Anderson,2006,Linebacker,36.5,2.3,CAR,16,,,,,,,,,,,,,,,,,18,3,2,3,0,2,0,88,75,229,,4.59,,41,121,4.08,6.68,,,,,,,2,,,,,,,,,,,,,,,,,,6,41,8.5,37,41,4,3,7,2,1,39,,,,,1,,,,,,,,,,,,,,,,,,,,,,,0.153846154,,,,,,,,,,,,,,,,,,0.461538462,3.153846154,0.653846154,2.846153846,3.153846154,0.307692308,0.230769231,0.538461538,0.153846154,0.076923077,3,,,,,0.076923077,,,,,,,,,,,,,,,,,SR,virginiatech,Atlantic Coast Conference,FBS,,,,,,
65,Mark Anderson,2006,Defensive Lineman,92,5.8,CHI,16,,,,,,,,,,,,,,,,,24,4,12.5,2,0,4,1,159,76,254,,4.62,20,42,127,4.24,6.96,,,,,,,7,,,,,,,,,,,,,,,,,,,17,14.5,62,23,,6.5,38,,,,1,,4,1,1,,,,,,,,,,,,,,,,,,,,,,,0.583333333,,,,,,,,,,,,,,,,,,,1.416666667,1.208333333,5.166666667,1.916666667,,0.541666667,3.166666667,,,,0.083333333,,0.333333333,0.083333333,0.083333333,,,,,,,,,,,,,,,,,SR,alabama,Southeastern Conference,FBS,,,,,,
66,Willie Andrews,2006,Defensive Back,13.5,0.9,NE,15,,,,,,,,,,,,,,,,,10,7,0,0,0,0,0,229,70,193,,4.43,7,36.5,124,4.31,7,,,,,,,4,,,,,,,1,1,11,,265,,27,,274,,,,23,7.5,29,36,3,2,18,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,0.363636364,,,,,,,0.090909091,0.090909091,1,,24.09090909,,2.454545455,,24.90909091,,,,2.090909091,0.681818182,2.636363636,3.272727273,0.272727273,0.181818182,1.636363636,,,,,,,,0.090909091,,,,,,,,,,,,,,,,,SR,baylor,Big 12 Conference,FBS,,,,,,
67,Patrick Angerer,2010,Linebacker,83,5.2,IND,16,,,,,,,,,,,,,,,,,59,30,1,2,0,1,0,63,73,235,,4.71,26,35,110,4.29,7.04,,,,,,,,,,,,,,,,,,,,,,,,,,97,5,15,48,5,1,8,1,,38,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.461538462,0.384615385,1.153846154,3.692307692,0.384615385,0.076923077,0.615384615,0.076923077,,2.923076923,,,,,0.153846154,,,,,,,,,,,,,,,,,SR,iowa,Big Ten Conference,FBS,73,235,US,IA,Bettendorf,Bettendorf HS
68,Ezekial Ansah,2013,Defensive Lineman,65,5.4,DET,12,,,,,,,,,,,,,,,,,18,12,8.5,1,0,2,0,5,77,271,,4.63,21,34.5,118,4.26,7.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brighamyoung,,,,,,,,
69,Antwan Applewhite,2012,Defensive Lineman,7.5,2.5,CAR,3,,,,,,,,,,,,,,,,,1,5,1,0,0,0,0,,75,250,,4.73,25,35,115,4.36,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,20,9,55,32,,7,52,,,,1,,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.818181818,0.818181818,5,2.909090909,,0.636363636,4.727272727,,,,0.090909091,,0.727272727,0.090909091,,,,,,,,,,,,,,,,,,JR,sandiegostate,Mountain West Conference,FBS,,,,,,
71,Emmanuel Arceneaux,2011,Wide Receiver,1,0.3,MIN,3,,,,,,0,0,0,2,1,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SR,alcornst,Southwestern,FCS,,,,,,
72,Javier Arenas,2010,Defensive Back,61.5,3.8,KC,16,,,,,,,,,,,,,,,,,36,7,3,7,0,1,0,50,69,197,,4.6,,,112,,,,,,,,,4,,,,,,,1,,19,,551,,32,1,493,,,6,24,11,75,46,5,5,53,5,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.307692308,,,,,,,0.076923077,,1.461538462,,42.38461538,,2.461538462,0.076923077,37.92307692,,,0.461538462,1.846153846,0.846153846,5.769230769,3.538461538,0.384615385,0.384615385,4.076923077,0.384615385,,1.923076923,,,,,,,,,,,,,,,,,,,,,,SR,alabama,Southeastern Conference,FBS,69,198,US,FL,Tampa,Robinson
73,Stanley Arnoux,2010,Linebacker,7,0.8,NO,9,,,,,,,,,,,,,,,,,3,2,0,0,0,1,0,118,73,232,,4.56,19,31.5,121,4.39,7.22,,,,,,,2,,,,,,,,,,,,,,,,,,,42,5.5,25,47,4,1.5,15,1,,22,,,,,2,,,,,,,,,,,,,,,,,,,,,,,0.153846154,,,,,,,,,,,,,,,,,,,3.230769231,0.423076923,1.923076923,3.615384615,0.307692308,0.115384615,1.153846154,0.076923077,,1.692307692,,,,,0.153846154,,,,,,,,,,,,,,,,,SR,wakeforest,Atlantic Coast Conference,FBS,73,240,US,FL,Sunrise,Glades Day
74,Devin Aromashodu,2007,Wide Receiver,9.6,1.6,IND,6,,,,,,0,0,0,17,7,96,0,,,,,,,,,,,,233,75,201,,4.35,,39,120,4.17,7.05,,,,,,,,26,4,494,,,,1,,20,,485,,,,,,,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.166666667,0.333333333,41.16666667,,,,0.083333333,,1.666666667,,40.41666667,,,,,,,2,0.083333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SR,auburn,Southeastern Conference,FBS,,,,,,
75,Adrian Arrington,2010,Wide Receiver,7.9,7.9,NO,1,,,,,,0,0,0,9,7,79,0,,,,,,,,,,,,237,,,,,,,,,,2,1,,,1,11,,67,8,882,,,,,,,,,,,,,,,48,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.153846154,0.076923077,,,0.076923077,0.846153846,,5.153846154,0.615384615,67.84615385,,,,,,,,,,,,,,,3.692307692,,,,0.076923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,SR,michigan,Big Ten Conference,FBS,75,195,US,IA,Cedar Rapids,Washington
77,Matt Asiata,2012,Running Back,1.1,0.4,MIN,3,,,,,,3,9,0,1,1,2,0,,,,,,,,,,,,,71,229,,4.77,22,30,104,4.37,7.09,,,,,,,,32,1,195,155,8,695,1,,,,,,,,,,,54,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.461538462,0.076923077,15,11.92307692,0.615384615,53.46153846,0.076923077,,,,,,,,,,,4.153846154,,,,0.076923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,SR,utah,Pac-12 Conference,FBS,71,220,US,UT,West Valley City,Snow College
78,Baraka Atkins,2007,Linebacker,10,0.8,SEA,12,,,,,,,,,,,,,,,,,4,6,0,1,0,0,1,120,77,271,,4.69,22,33,111,,,,,,,,,1,,,,,,,,,,,,,,,,,,,19,12,68,24,3,5,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.083333333,,,,,,,,,,,,,,,,,,,1.583333333,1,5.666666667,2,0.25,0.416666667,3.916666667,,,,,,,,,,,,,,,,,,,,,,,,,SR,miami,Atlantic Coast Conference,FBS,,,,,,
79,Geno Atkins,2010,Defensive Lineman,26,1.6,CIN,16,,,,,,,,,,,,,,,,,10,6,3,1,0,0,0,120,74,293,,4.75,34,33,117,4.43,7.33,,,,,,,1,,,,,,,,,,,,,,,,,,,14,10.5,51,22,,3,29,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,0.083333333,,,,,,,,,,,,,,,,,,,1.166666667,0.875,4.25,1.833333333,,0.25,2.416666667,,,,0.083333333,,,0.083333333,0.083333333,,,,,,,,,,,,,,,,,SR,georgia,Southeastern Conference,FBS,73,290,US,FL,Pembroke Pines,St. Thomas Aquinas
